1,0.9,-0.5,-0.5
1.31578947368421,0.9,-0.5,-0.5
1.75438596491228,0.9,-0.5,-0.5
2.32558139534884,0.9,-0.5,-0.5
3.03030303030303,0.9,-0.5,-0.5
4,0.9,-0.5,-0.5
5.35714285714286,0.9,-0.5,-0.5
6.97674418604651,0.9,-0.5,-0.5
9.375,0.9,-0.5,-0.5
12.5,0.9,-0.5,-0.5
16.6666666666667,0.9,-0.5,-0.5
21.4285714285714,0.9,-0.5,-0.5
28.5714285714286,0.9,-0.5,-0.5
37.5,0.9,-0.5,-0.5
50,0.9,-0.5,-0.5
66.6666666666667,0.9,-0.5,-0.5
87.5,0.9,-0.5,-0.5
116.666666666667,0.9,-0.5,-0.5
150,0.9,-0.5,-0.5
200,0.9,-0.5,-0.5
1,0.9,-0.5,0
1.31578947368421,0.9,-0.5,0
1.75438596491228,0.9,-0.5,0
2.32558139534884,0.9,-0.5,0
3.03030303030303,0.9,-0.5,0
4,0.9,-0.5,0
5.35714285714286,0.9,-0.5,0
6.97674418604651,0.9,-0.5,0
9.375,0.9,-0.5,0
12.5,0.9,-0.5,0
16.6666666666667,0.9,-0.5,0
21.4285714285714,0.9,-0.5,0
28.5714285714286,0.9,-0.5,0
37.5,0.9,-0.5,0
50,0.9,-0.5,0
66.6666666666667,0.9,-0.5,0
87.5,0.9,-0.5,0
116.666666666667,0.9,-0.5,0
150,0.9,-0.5,0
200,0.9,-0.5,0
1,0.9,-0.5,0.5
1.31578947368421,0.9,-0.5,0.5
1.75438596491228,0.9,-0.5,0.5
2.32558139534884,0.9,-0.5,0.5
3.03030303030303,0.9,-0.5,0.5
4,0.9,-0.5,0.5
5.35714285714286,0.9,-0.5,0.5
6.97674418604651,0.9,-0.5,0.5
9.375,0.9,-0.5,0.5
12.5,0.9,-0.5,0.5
16.6666666666667,0.9,-0.5,0.5
21.4285714285714,0.9,-0.5,0.5
28.5714285714286,0.9,-0.5,0.5
37.5,0.9,-0.5,0.5
50,0.9,-0.5,0.5
66.6666666666667,0.9,-0.5,0.5
87.5,0.9,-0.5,0.5
116.666666666667,0.9,-0.5,0.5
150,0.9,-0.5,0.5
200,0.9,-0.5,0.5
1,0.9,0,-0.5
1.31578947368421,0.9,0,-0.5
1.75438596491228,0.9,0,-0.5
2.32558139534884,0.9,0,-0.5
3.03030303030303,0.9,0,-0.5
4,0.9,0,-0.5
5.35714285714286,0.9,0,-0.5
6.97674418604651,0.9,0,-0.5
9.375,0.9,0,-0.5
12.5,0.9,0,-0.5
16.6666666666667,0.9,0,-0.5
21.4285714285714,0.9,0,-0.5
28.5714285714286,0.9,0,-0.5
37.5,0.9,0,-0.5
50,0.9,0,-0.5
66.6666666666667,0.9,0,-0.5
87.5,0.9,0,-0.5
116.666666666667,0.9,0,-0.5
150,0.9,0,-0.5
200,0.9,0,-0.5
1,0.9,0,0.5
1.31578947368421,0.9,0,0.5
1.75438596491228,0.9,0,0.5
2.32558139534884,0.9,0,0.5
3.03030303030303,0.9,0,0.5
4,0.9,0,0.5
5.35714285714286,0.9,0,0.5
6.97674418604651,0.9,0,0.5
9.375,0.9,0,0.5
12.5,0.9,0,0.5
16.6666666666667,0.9,0,0.5
21.4285714285714,0.9,0,0.5
28.5714285714286,0.9,0,0.5
37.5,0.9,0,0.5
50,0.9,0,0.5
66.6666666666667,0.9,0,0.5
87.5,0.9,0,0.5
116.666666666667,0.9,0,0.5
150,0.9,0,0.5
200,0.9,0,0.5
1,0.9,0.5,-0.5
1.31578947368421,0.9,0.5,-0.5
1.75438596491228,0.9,0.5,-0.5
2.32558139534884,0.9,0.5,-0.5
3.03030303030303,0.9,0.5,-0.5
4,0.9,0.5,-0.5
5.35714285714286,0.9,0.5,-0.5
6.97674418604651,0.9,0.5,-0.5
9.375,0.9,0.5,-0.5
12.5,0.9,0.5,-0.5
16.6666666666667,0.9,0.5,-0.5
21.4285714285714,0.9,0.5,-0.5
28.5714285714286,0.9,0.5,-0.5
37.5,0.9,0.5,-0.5
50,0.9,0.5,-0.5
66.6666666666667,0.9,0.5,-0.5
87.5,0.9,0.5,-0.5
116.666666666667,0.9,0.5,-0.5
150,0.9,0.5,-0.5
200,0.9,0.5,-0.5
1,0.9,0.5,0
1.31578947368421,0.9,0.5,0
1.75438596491228,0.9,0.5,0
2.32558139534884,0.9,0.5,0
3.03030303030303,0.9,0.5,0
4,0.9,0.5,0
5.35714285714286,0.9,0.5,0
6.97674418604651,0.9,0.5,0
9.375,0.9,0.5,0
12.5,0.9,0.5,0
16.6666666666667,0.9,0.5,0
21.4285714285714,0.9,0.5,0
28.5714285714286,0.9,0.5,0
37.5,0.9,0.5,0
50,0.9,0.5,0
66.6666666666667,0.9,0.5,0
87.5,0.9,0.5,0
116.666666666667,0.9,0.5,0
150,0.9,0.5,0
200,0.9,0.5,0
1,0.9,0.5,0.5
1.31578947368421,0.9,0.5,0.5
